Calendar year,State/territory,School sector,School level,Student-teacher ratio
2014,New South Wales,All,Secondary,12.2
2014,New South Wales,All,All,14.0
2014,Victoria,Government,Primary,15.3
2014,Victoria,Government,Secondary,12.5
2014,Victoria,Government,All,14.0
2014,Victoria,Catholic,Primary,15.7
2014,Victoria,Catholic,Secondary,12.7
2014,Victoria,Catholic,All,14.1
2014,Victoria,Independent,Primary,12.9
2014,Victoria,Independent,Secondary,9.6
2014,Victoria,Independent,All,10.7
2014,Victoria,All non-government,Primary,14.6
2014,Victoria,All non-government,Secondary,11.1
2014,Victoria,All non-government,All,12.6
2014,Victoria,All,Primary,15.1
2014,Victoria,All,Secondary,11.9
2014,Victoria,All,All,13.5
2014,Queensland,Government,Primary,15.3
2014,Queensland,Government,Secondary,12.5
2014,Queensland,Government,All,14.2
2014,Queensland,Catholic,Primary,17.9
2014,Queensland,Catholic,Secondary,12.6
2014,Queensland,Catholic,All,15.3
2014,Queensland,Independent,Primary,16.8
2014,Queensland,Independent,Secondary,11.7
2014,Queensland,Independent,All,13.9
2014,Queensland,All non-government,Primary,17.4
2014,Queensland,All non-government,Secondary,12.2
2014,Queensland,All non-government,All,14.6
2014,Queensland,All,Primary,15.9
2014,Queensland,All,Secondary,12.4
2014,Queensland,All,All,14.3
2014,South Australia,Government,Primary,14.9
2014,South Australia,Government,Secondary,13.1
2014,South Australia,Government,All,14.2
2014,South Australia,Catholic,Primary,17.1
2014,South Australia,Catholic,Secondary,12.7
2014,South Australia,Catholic,All,14.9
2014,South Australia,Independent,Primary,15.1
2014,South Australia,Independent,Secondary,10.9
2014,South Australia,Independent,All,12.9
2014,South Australia,All non-government,Primary,16.1
2014,South Australia,All non-government,Secondary,11.7
2014,South Australia,All non-government,All,13.9
2014,South Australia,All,Primary,15.3
2014,South Australia,All,Secondary,12.5
2014,South Australia,All,All,14.1
2014,Western Australia,Government,Primary,16.2
2014,Western Australia,Government,Secondary,12.6
2014,Western Australia,Government,All,14.9
2014,Western Australia,Catholic,Primary,17.6
2014,Western Australia,Catholic,Secondary,11.9
2014,Western Australia,Catholic,All,14.8
2014,Western Australia,Independent,Primary,15.9
2014,Western Australia,Independent,Secondary,9.8
2014,Western Australia,Independent,All,12.4
2014,Western Australia,All non-government,Primary,16.8
2014,Western Australia,All non-government,Secondary,10.7
2014,Western Australia,All non-government,All,13.5
2014,Western Australia,All,Primary,16.4
2014,Western Australia,All,Secondary,11.7
2014,Western Australia,All,All,14.4
2014,Tasmania,Government,Primary,14.8
2014,Tasmania,Government,Secondary,13.1
2014,Tasmania,Government,All,14.0
2014,Tasmania,Catholic,Primary,18.3
2014,Tasmania,Catholic,Secondary,13.1
2014,Tasmania,Catholic,All,15.4
2014,Tasmania,Independent,Primary,13.0
2014,Tasmania,Independent,Secondary,9.7
2014,Tasmania,Independent,All,11.0
2014,Tasmania,All non-government,Primary,16.0
2014,Tasmania,All non-government,Secondary,11.5
2014,Tasmania,All non-government,All,13.3
2014,Tasmania,All,Primary,15.1
2014,Tasmania,All,Secondary,12.5
2014,Tasmania,All,All,13.8
2014,Northern Territory,Government,Primary,12.2
2014,Northern Territory,Government,Secondary,11.5
2014,Northern Territory,Government,All,11.9
2014,Northern Territory,Catholic,Primary,15.0
2014,Northern Territory,Catholic,Secondary,11.2
2014,Northern Territory,Catholic,All,13.1
2014,Northern Territory,Independent,Primary,15.6
2014,Northern Territory,Independent,Secondary,10.1
2014,Northern Territory,Independent,All,11.9
2014,Northern Territory,All non-government,Primary,15.3
2014,Northern Territory,All non-government,Secondary,10.5
2014,Northern Territory,All non-government,All,12.4
2014,Northern Territory,All,Primary,12.8
2014,Northern Territory,All,Secondary,11.1
2014,Northern Territory,All,All,12.1
2014,Australian Capital Territory,Government,Primary,13.3
2014,Australian Capital Territory,Government,Secondary,12.1
2014,Australian Capital Territory,Government,All,12.7
2014,Australian Capital Territory,Catholic,Primary,18.2
2014,Australian Capital Territory,Catholic,Secondary,13.1
2014,Australian Capital Territory,Catholic,All,15.3
2014,Australian Capital Territory,Independent,Primary,13.8
2014,Australian Capital Territory,Independent,Secondary,11.0
2014,Australian Capital Territory,Independent,All,12.2
2014,Australian Capital Territory,All non-government,Primary,16.5
2014,Australian Capital Territory,All non-government,Secondary,12.2
2014,Australian Capital Territory,All non-government,All,14.1
2014,Australian Capital Territory,All,Primary,14.4
2014,Australian Capital Territory,All,Secondary,12.1
2014,Australian Capital Territory,All,All,13.3
2014,Australia,Government,Primary,15.4
2014,Australia,Government,Secondary,12.5
2014,Australia,Government,All,14.2
2014,Australia,Catholic,Primary,17.2
2014,Australia,Catholic,Secondary,12.8
2014,Australia,Catholic,All,14.9
2014,Australia,Independent,Primary,14.7
2014,Australia,Independent,Secondary,10.3
2014,Australia,Independent,All,12.1
2014,Australia,All non-government,Primary,16.2
2014,Australia,All non-government,Secondary,11.5
2014,Australia,All non-government,All,13.6
2014,Australia,All,Primary,15.6
2014,Australia,All,Secondary,12.1
2014,Australia,All,All,13.9
2013,New South Wales,Government,Primary,15.5
2013,New South Wales,Government,Secondary,12.3
2013,New South Wales,Government,All,14.0
2013,New South Wales,Catholic,Primary,17.9
2013,New South Wales,Catholic,Secondary,13.0
2013,New South Wales,Catholic,All,15.1
2013,New South Wales,Independent,Primary,14.2
2013,New South Wales,Independent,Secondary,10.3
2013,New South Wales,Independent,All,11.8
2013,New South Wales,All non-government,Primary,16.4
2013,New South Wales,All non-government,Secondary,11.8
2013,New South Wales,All non-government,All,13.7
2013,New South Wales,All,Primary,15.7
2013,New South Wales,All,Secondary,12.1
2013,New South Wales,All,All,13.9
2013,Victoria,Government,Primary,15.3
2013,Victoria,Government,Secondary,12.2
2013,Victoria,Government,All,13.9
2013,Victoria,Catholic,Primary,15.7
2013,Victoria,Catholic,Secondary,12.7
2013,Victoria,Catholic,All,14.1
2013,Victoria,Independent,Primary,12.8
2013,Victoria,Independent,Secondary,9.6
2013,Victoria,Independent,All,10.7
2013,Victoria,All non-government,Primary,14.6
2013,Victoria,All non-government,Secondary,11.1
2013,Victoria,All non-government,All,12.6
2013,Victoria,All,Primary,15.1
2013,Victoria,All,Secondary,11.7
2013,Victoria,All,All,13.4
2013,Queensland,Government,Primary,15.8
2013,Queensland,Government,Secondary,12.6
2013,Queensland,Government,All,14.5
2013,Queensland,Catholic,Primary,17.9
2013,Queensland,Catholic,Secondary,12.8
2013,Queensland,Catholic,All,15.4
2013,Queensland,Independent,Primary,16.7
2013,Queensland,Independent,Secondary,11.7
2013,Queensland,Independent,All,13.8
2013,Queensland,All non-government,Primary,17.4
2013,Queensland,All non-government,Secondary,12.2
2013,Queensland,All non-government,All,14.7
2013,Queensland,All,Primary,16.2
2013,Queensland,All,Secondary,12.4
2013,Queensland,All,All,14.5
2013,South Australia,Government,Primary,14.9
2013,South Australia,Government,Secondary,13.2
2013,South Australia,Government,All,14.2
2013,South Australia,Catholic,Primary,16.5
2013,South Australia,Catholic,Secondary,12.3
2013,South Australia,Catholic,All,14.5
2013,South Australia,Independent,Primary,15.2
2013,South Australia,Independent,Secondary,10.9
2013,South Australia,Independent,All,13.0
2013,South Australia,All non-government,Primary,15.8
2013,South Australia,All non-government,Secondary,11.6
2013,South Australia,All non-government,All,13.7
2013,South Australia,All,Primary,15.2
2013,South Australia,All,Secondary,12.5
2013,South Australia,All,All,14.0
2013,Western Australia,Government,Primary,15.8
2013,Western Australia,Government,Secondary,12.0
2013,Western Australia,Government,All,14.4
2013,Western Australia,Catholic,Primary,17.7
2013,Western Australia,Catholic,Secondary,11.8
2013,Western Australia,Catholic,All,14.8
2013,Western Australia,Independent,Primary,16.0
2013,Western Australia,Independent,Secondary,9.9
2013,Western Australia,Independent,All,12.4
2013,Western Australia,All non-government,Primary,16.9
2013,Western Australia,All non-government,Secondary,10.7
2013,Western Australia,All non-government,All,13.6
2013,Western Australia,All,Primary,16.1
2013,Western Australia,All,Secondary,11.5
2013,Western Australia,All,All,14.1
2013,Tasmania,Government,Primary,14.6
2013,Tasmania,Government,Secondary,13.2
2013,Tasmania,Government,All,14.0
2013,Tasmania,Catholic,Primary,18.2
2013,Tasmania,Catholic,Secondary,13.0
2013,Tasmania,Catholic,All,15.3
2013,Tasmania,Independent,Primary,13.0
2013,Tasmania,Independent,Secondary,9.9
2013,Tasmania,Independent,All,11.1
2013,Tasmania,All non-government,Primary,15.9
2013,Tasmania,All non-government,Secondary,11.5
2013,Tasmania,All non-government,All,13.3
2013,Tasmania,All,Primary,14.9
2013,Tasmania,All,Secondary,12.6
2013,Tasmania,All,All,13.8
2013,Northern Territory,Government,Primary,12.1
2013,Northern Territory,Government,Secondary,11.0
2013,Northern Territory,Government,All,11.7
2013,Northern Territory,Catholic,Primary,14.9
2013,Northern Territory,Catholic,Secondary,10.2
2013,Northern Territory,Catholic,All,12.5
2013,Northern Territory,Independent,Primary,16.2
2013,Northern Territory,Independent,Secondary,11.3
2013,Northern Territory,Independent,All,12.9
2013,Northern Territory,All non-government,Primary,15.5
2013,Northern Territory,All non-government,Secondary,10.9
2013,Northern Territory,All non-government,All,12.7
2013,Northern Territory,All,Primary,12.7
2013,Northern Territory,All,Secondary,11.0
2013,Northern Territory,All,All,12.0
2013,Australian Capital Territory,Government,Primary,13.1
2013,Australian Capital Territory,Government,Secondary,11.9
2013,Australian Capital Territory,Government,All,12.6
2013,Australian Capital Territory,Catholic,Primary,18.4
2013,Australian Capital Territory,Catholic,Secondary,13.6
2013,Australian Capital Territory,Catholic,All,15.7
2013,Australian Capital Territory,Independent,Primary,14.4
2013,Australian Capital Territory,Independent,Secondary,11.0
2013,Australian Capital Territory,Independent,All,12.4
2013,Australian Capital Territory,All non-government,Primary,16.9
2013,Australian Capital Territory,All non-government,Secondary,12.6
2013,Australian Capital Territory,All non-government,All,14.4
2013,Australian Capital Territory,All,Primary,14.4
2013,Australian Capital Territory,All,Secondary,12.2
2013,Australian Capital Territory,All,All,13.3
2013,Australia,Government,Primary,15.4
2013,Australia,Government,Secondary,12.4
2013,Australia,Government,All,14.1
2013,Australia,Catholic,Primary,17.2
2013,Australia,Catholic,Secondary,12.7
2013,Australia,Catholic,All,14.8
2013,Australia,Independent,Primary,14.7
2013,Australia,Independent,Secondary,10.4
2013,Australia,Independent,All,12.1
2013,Australia,All non-government,Primary,16.1
2013,Australia,All non-government,Secondary,11.5
2013,Australia,All non-government,All,13.6
2013,Australia,All,Primary,15.6
2013,Australia,All,Secondary,12.0
2013,Australia,All,All,13.9
2012,New South Wales,Government,Primary,15.5
2012,New South Wales,Government,Secondary,12.4
2012,New South Wales,Government,All,14.1
2012,New South Wales,Catholic,Primary,18.2
2012,New South Wales,Catholic,Secondary,13.0
2012,New South Wales,Catholic,All,15.2
2012,New South Wales,Independent,Primary,14.0
2012,New South Wales,Independent,Secondary,10.3
2012,New South Wales,Independent,All,11.8
2012,New South Wales,All non-government,Primary,16.5
2012,New South Wales,All non-government,Secondary,11.8
2012,New South Wales,All non-government,All,13.7
2012,New South Wales,All,Primary,15.8
2012,New South Wales,All,Secondary,12.2
2012,New South Wales,All,All,14.0
2012,Victoria,Government,Primary,15.0
2012,Victoria,Government,Secondary,11.9
2012,Victoria,Government,All,13.5
2012,Victoria,Catholic,Primary,16.0
2012,Victoria,Catholic,Secondary,12.6
2012,Victoria,Catholic,All,14.2
2012,Victoria,Independent,Primary,12.7
2012,Victoria,Independent,Secondary,9.6
2012,Victoria,Independent,All,10.6
2012,Victoria,All non-government,Primary,14.8
2012,Victoria,All non-government,Secondary,11.1
2012,Victoria,All non-government,All,12.6
2012,Victoria,All,Primary,14.9
2012,Victoria,All,Secondary,11.5
2012,Victoria,All,All,13.2
2012,Queensland,Government,Primary,15.4
2012,Queensland,Government,Secondary,12.5
2012,Queensland,Government,All,14.2
2012,Queensland,Catholic,Primary,18.0
2012,Queensland,Catholic,Secondary,12.8
2012,Queensland,Catholic,All,15.4
2012,Queensland,Independent,Primary,16.7
2012,Queensland,Independent,Secondary,11.6
2012,Queensland,Independent,All,13.8
2012,Queensland,All non-government,Primary,17.4
2012,Queensland,All non-government,Secondary,12.2
2012,Queensland,All non-government,All,14.6
2012,Queensland,All,Primary,16.0
2012,Queensland,All,Secondary,12.4
2012,Queensland,All,All,14.4
2012,South Australia,Government,Primary,14.9
2012,South Australia,Government,Secondary,13.2
2012,South Australia,Government,All,14.2
2012,South Australia,Catholic,Primary,16.4
2012,South Australia,Catholic,Secondary,12.4
2012,South Australia,Catholic,All,14.4
2012,South Australia,Independent,Primary,15.3
2012,South Australia,Independent,Secondary,11.0
2012,South Australia,Independent,All,13.1
2012,South Australia,All non-government,Primary,15.9
2012,South Australia,All non-government,Secondary,11.7
2012,South Australia,All non-government,All,13.8
2012,South Australia,All,Primary,15.2
2012,South Australia,All,Secondary,12.6
2012,South Australia,All,All,14.1
2012,Western Australia,Government,Primary,15.9
2012,Western Australia,Government,Secondary,11.7
2012,Western Australia,Government,All,14.3
2012,Western Australia,Catholic,Primary,17.9
2012,Western Australia,Catholic,Secondary,11.9
2012,Western Australia,Catholic,All,14.9
2012,Western Australia,Independent,Primary,16.2
2012,Western Australia,Independent,Secondary,9.9
2012,Western Australia,Independent,All,12.5
2012,Western Australia,All non-government,Primary,17.1
2012,Western Australia,All non-government,Secondary,10.8
2012,Western Australia,All non-government,All,13.7
2012,Western Australia,All,Primary,16.2
2012,Western Australia,All,Secondary,11.3
2012,Western Australia,All,All,14.1
2012,Tasmania,Government,Primary,14.5
2012,Tasmania,Government,Secondary,13.1
2012,Tasmania,Government,All,13.9
2012,Tasmania,Catholic,Primary,18.1
2012,Tasmania,Catholic,Secondary,13.1
2012,Tasmania,Catholic,All,15.3
2012,Tasmania,Independent,Primary,12.5
2012,Tasmania,Independent,Secondary,9.9
2012,Tasmania,Independent,All,10.9
2012,Tasmania,All non-government,Primary,15.6
2012,Tasmania,All non-government,Secondary,11.6
2012,Tasmania,All non-government,All,13.2
2012,Tasmania,All,Primary,14.8
2012,Tasmania,All,Secondary,12.6
2012,Tasmania,All,All,13.7
2012,Northern Territory,Government,Primary,11.5
2012,Northern Territory,Government,Secondary,10.3
2012,Northern Territory,Government,All,11.0
2012,Northern Territory,Catholic,Primary,15.3
2012,Northern Territory,Catholic,Secondary,9.2
2012,Northern Territory,Catholic,All,12.1
2012,Northern Territory,Independent,Primary,16.3
2012,Northern Territory,Independent,Secondary,11.0
2012,Northern Territory,Independent,All,12.7
2012,Northern Territory,All non-government,Primary,15.7
2012,Northern Territory,All non-government,Secondary,10.3
2012,Northern Territory,All non-government,All,12.4
2012,Northern Territory,All,Primary,12.2
2012,Northern Territory,All,Secondary,10.3
2012,Northern Territory,All,All,11.4
2012,Australian Capital Territory,Government,Primary,13.8
2012,Australian Capital Territory,Government,Secondary,11.8
2012,Australian Capital Territory,Government,All,12.9
2012,Australian Capital Territory,Catholic,Primary,18.5
2012,Australian Capital Territory,Catholic,Secondary,13.8
2012,Australian Capital Territory,Catholic,All,15.8
2012,Australian Capital Territory,Independent,Primary,14.6
2012,Australian Capital Territory,Independent,Secondary,10.8
2012,Australian Capital Territory,Independent,All,12.3
2012,Australian Capital Territory,All non-government,Primary,17.0
2012,Australian Capital Territory,All non-government,Secondary,12.5
2012,Australian Capital Territory,All non-government,All,14.4
2012,Australian Capital Territory,All,Primary,14.9
2012,Australian Capital Territory,All,Secondary,12.1
2012,Australian Capital Territory,All,All,13.5
2012,Australia,Government,Primary,15.2
2012,Australia,Government,Secondary,12.3
2012,Australia,Government,All,13.9
2012,Australia,Catholic,Primary,17.4
2012,Australia,Catholic,Secondary,12.7
2012,Australia,Catholic,All,14.9
2012,Australia,Independent,Primary,14.6
2012,Australia,Independent,Secondary,10.3
2012,Australia,Independent,All,12.0
2012,Australia,All non-government,Primary,16.2
2012,Australia,All non-government,Secondary,11.5
2012,Australia,All non-government,All,13.6
2012,Australia,All,Primary,15.5
2012,Australia,All,Secondary,12.0
2012,Australia,All,All,13.8
2011,New South Wales,Government,Primary,15.5
2011,New South Wales,Government,Secondary,12.5
2011,New South Wales,Government,All,14.1
2011,New South Wales,Catholic,Primary,18.2
2011,New South Wales,Catholic,Secondary,13.0
2011,New South Wales,Catholic,All,15.3
2011,New South Wales,Independent,Primary,14.2
2011,New South Wales,Independent,Secondary,10.3
2011,New South Wales,Independent,All,11.8
2011,New South Wales,All non-government,Primary,16.6
2011,New South Wales,All non-government,Secondary,11.8
2011,New South Wales,All non-government,All,13.8
2011,New South Wales,All,Primary,15.9
2011,New South Wales,All,Secondary,12.2
2011,New South Wales,All,All,14.0
2011,Victoria,Government,Primary,15.4
2011,Victoria,Government,Secondary,11.7
2011,Victoria,Government,All,13.6
2011,Victoria,Catholic,Primary,16.3
2011,Victoria,Catholic,Secondary,12.6
2011,Victoria,Catholic,All,14.4
2011,Victoria,Independent,Primary,12.6
2011,Victoria,Independent,Secondary,9.7
2011,Victoria,Independent,All,10.7
2011,Victoria,All non-government,Primary,14.9
2011,Victoria,All non-government,Secondary,11.1
2011,Victoria,All non-government,All,12.7
2011,Victoria,All,Primary,15.2
2011,Victoria,All,Secondary,11.5
2011,Victoria,All,All,13.3
2011,Queensland,Government,Primary,15.3
2011,Queensland,Government,Secondary,12.5
2011,Queensland,Government,All,14.2
2011,Queensland,Catholic,Primary,18.2
2011,Queensland,Catholic,Secondary,12.8
2011,Queensland,Catholic,All,15.5
2011,Queensland,Independent,Primary,16.7
2011,Queensland,Independent,Secondary,11.7
2011,Queensland,Independent,All,13.8
2011,Queensland,All non-government,Primary,17.5
2011,Queensland,All non-government,Secondary,12.2
2011,Queensland,All non-government,All,14.7
2011,Queensland,All,Primary,15.9
2011,Queensland,All,Secondary,12.4
2011,Queensland,All,All,14.4
2011,South Australia,Government,Primary,14.9
2011,South Australia,Government,Secondary,13.4
2011,South Australia,Government,All,14.3
2011,South Australia,Catholic,Primary,16.5
2011,South Australia,Catholic,Secondary,12.3
2011,South Australia,Catholic,All,14.4
2011,South Australia,Independent,Primary,15.6
2011,South Australia,Independent,Secondary,11.1
2011,South Australia,Independent,All,13.2
2011,South Australia,All non-government,Primary,16.1
2011,South Australia,All non-government,Secondary,11.7
2011,South Australia,All non-government,All,13.8
2011,South Australia,All,Primary,15.3
2011,South Australia,All,Secondary,12.7
2011,South Australia,All,All,14.1
2011,Western Australia,Government,Primary,15.6
2011,Western Australia,Government,Secondary,11.4
2011,Western Australia,Government,All,14.0
2011,Western Australia,Catholic,Primary,17.8
2011,Western Australia,Catholic,Secondary,12.2
2011,Western Australia,Catholic,All,15.0
2011,Western Australia,Independent,Primary,16.4
2011,Western Australia,Independent,Secondary,10.0
2011,Western Australia,Independent,All,12.6
2011,Western Australia,All non-government,Primary,17.1
2011,Western Australia,All non-government,Secondary,10.9
2011,Western Australia,All non-government,All,13.8
2011,Western Australia,All,Primary,16.0
2011,Western Australia,All,Secondary,11.2
2011,Western Australia,All,All,13.9
2011,Tasmania,Government,Primary,14.3
2011,Tasmania,Government,Secondary,13.0
2011,Tasmania,Government,All,13.7
2011,Tasmania,Catholic,Primary,18.2
2011,Tasmania,Catholic,Secondary,13.0
2011,Tasmania,Catholic,All,15.3
2011,Tasmania,Independent,Primary,13.1
2011,Tasmania,Independent,Secondary,9.9
2011,Tasmania,Independent,All,11.1
2011,Tasmania,All non-government,Primary,16.1
2011,Tasmania,All non-government,Secondary,11.5
2011,Tasmania,All non-government,All,13.3
2011,Tasmania,All,Primary,14.7
2011,Tasmania,All,Secondary,12.5
2011,Tasmania,All,All,13.6
2011,Northern Territory,Government,Primary,11.8
2011,Northern Territory,Government,Secondary,10.5
2011,Northern Territory,Government,All,11.3
2011,Northern Territory,Catholic,Primary,15.1
2011,Northern Territory,Catholic,Secondary,10.4
2011,Northern Territory,Catholic,All,12.8
2011,Northern Territory,Independent,Primary,15.9
2011,Northern Territory,Independent,Secondary,10.5
2011,Northern Territory,Independent,All,12.3
2011,Northern Territory,All non-government,Primary,15.5
2011,Northern Territory,All non-government,Secondary,10.5
2011,Northern Territory,All non-government,All,12.5
2011,Northern Territory,All,Primary,12.4
2011,Northern Territory,All,Secondary,10.5
2011,Northern Territory,All,All,11.6
2011,Australian Capital Territory,Government,Primary,13.7
2011,Australian Capital Territory,Government,Secondary,11.8
2011,Australian Capital Territory,Government,All,12.8
2011,Australian Capital Territory,Catholic,Primary,18.3
2011,Australian Capital Territory,Catholic,Secondary,14.0
2011,Australian Capital Territory,Catholic,All,15.9
2011,Australian Capital Territory,Independent,Primary,15.6
2011,Australian Capital Territory,Independent,Secondary,10.9
2011,Australian Capital Territory,Independent,All,12.7
2011,Australian Capital Territory,All non-government,Primary,17.3
2011,Australian Capital Territory,All non-government,Secondary,12.7
2011,Australian Capital Territory,All non-government,All,14.6
2011,Australian Capital Territory,All,Primary,15.0
2011,Australian Capital Territory,All,Secondary,12.2
2011,Australian Capital Territory,All,All,13.5
2011,Australia,Government,Primary,15.3
2011,Australia,Government,Secondary,12.2
2011,Australia,Government,All,13.9
2011,Australia,Catholic,Primary,17.5
2011,Australia,Catholic,Secondary,12.8
2011,Australia,Catholic,All,15.0
2011,Australia,Independent,Primary,14.8
2011,Australia,Independent,Secondary,10.4
2011,Australia,Independent,All,12.1
2011,Australia,All non-government,Primary,16.4
2011,Australia,All non-government,Secondary,11.6
2011,Australia,All non-government,All,13.6
2011,Australia,All,Primary,15.6
2011,Australia,All,Secondary,12.0
2011,Australia,All,All,13.8
2010,New South Wales,Government,Primary,15.7
2010,New South Wales,Government,Secondary,12.5
2010,New South Wales,Government,All,14.2
2010,New South Wales,Catholic,Primary,18.3
2010,New South Wales,Catholic,Secondary,13.1
2010,New South Wales,Catholic,All,15.3
2010,New South Wales,Independent,Primary,14.4
2010,New South Wales,Independent,Secondary,10.3
2010,New South Wales,Independent,All,11.9
2010,New South Wales,All non-government,Primary,16.7
2010,New South Wales,All non-government,Secondary,11.9
2010,New South Wales,All non-government,All,13.9
2010,New South Wales,All,Primary,16.0
2010,New South Wales,All,Secondary,12.3
2010,New South Wales,All,All,14.1
2010,Victoria,Government,Primary,15.6
2010,Victoria,Government,Secondary,11.8
2010,Victoria,Government,All,13.8
2010,Victoria,Catholic,Primary,16.4
2010,Victoria,Catholic,Secondary,12.7
2010,Victoria,Catholic,All,14.4
2010,Victoria,Independent,Primary,12.8
2010,Victoria,Independent,Secondary,9.9
2010,Victoria,Independent,All,10.9
2010,Victoria,All non-government,Primary,15.0
2010,Victoria,All non-government,Secondary,11.3
2010,Victoria,All non-government,All,12.8
2010,Victoria,All,Primary,15.4
2010,Victoria,All,Secondary,11.6
2010,Victoria,All,All,13.4
2010,Queensland,Government,Primary,15.4
2010,Queensland,Government,Secondary,12.6
2010,Queensland,Government,All,14.3
2010,Queensland,Catholic,Primary,18.1
2010,Queensland,Catholic,Secondary,12.9
2010,Queensland,Catholic,All,15.5
2010,Queensland,Independent,Primary,16.7
2010,Queensland,Independent,Secondary,11.9
2010,Queensland,Independent,All,13.9
2010,Queensland,All non-government,Primary,17.5
2010,Queensland,All non-government,Secondary,12.4
2010,Queensland,All non-government,All,14.8
2010,Queensland,All,Primary,16.0
2010,Queensland,All,Secondary,12.5
2010,Queensland,All,All,14.4
2010,South Australia,Government,Primary,15.3
2010,South Australia,Government,Secondary,13.0
2010,South Australia,Government,All,14.4
2010,South Australia,Catholic,Primary,16.8
2010,South Australia,Catholic,Secondary,12.1
2010,South Australia,Catholic,All,14.5
2010,South Australia,Independent,Primary,15.7
2010,South Australia,Independent,Secondary,11.3
2010,South Australia,Independent,All,13.4
2010,South Australia,All non-government,Primary,16.3
2010,South Australia,All non-government,Secondary,11.7
2010,South Australia,All non-government,All,13.9
2010,South Australia,All,Primary,15.6
2010,South Australia,All,Secondary,12.5
2010,South Australia,All,All,14.2
2010,Western Australia,Government,Primary,15.4
2010,Western Australia,Government,Secondary,11.2
2010,Western Australia,Government,All,13.8
2010,Western Australia,Catholic,Primary,18.4
2010,Western Australia,Catholic,Secondary,12.1
2010,Western Australia,Catholic,All,15.2
2010,Western Australia,Independent,Primary,16.3
2010,Western Australia,Independent,Secondary,10.1
2010,Western Australia,Independent,All,12.5
2010,Western Australia,All non-government,Primary,17.4
2010,Western Australia,All non-government,Secondary,11.0
2010,Western Australia,All non-government,All,13.8
2010,Western Australia,All,Primary,16.0
2010,Western Australia,All,Secondary,11.1
2010,Western Australia,All,All,13.8
2010,Tasmania,Government,Primary,14.3
2010,Tasmania,Government,Secondary,13.1
2010,Tasmania,Government,All,13.7
2010,Tasmania,Catholic,Primary,18.4
2010,Tasmania,Catholic,Secondary,13.4
2010,Tasmania,Catholic,All,15.6
2010,Tasmania,Independent,Primary,13.4
2010,Tasmania,Independent,Secondary,10.3
2010,Tasmania,Independent,All,11.5
2010,Tasmania,All non-government,Primary,16.3
2010,Tasmania,All non-government,Secondary,11.9
2010,Tasmania,All non-government,All,13.7
2010,Tasmania,All,Primary,14.7
2010,Tasmania,All,Secondary,12.7
2010,Tasmania,All,All,13.7
2010,Northern Territory,Government,Primary,12.2
2010,Northern Territory,Government,Secondary,11.0
2010,Northern Territory,Government,All,11.7
2010,Northern Territory,Catholic,Primary,15.2
2010,Northern Territory,Catholic,Secondary,10.9
2010,Northern Territory,Catholic,All,13.1
2010,Northern Territory,Independent,Primary,16.5
2010,Northern Territory,Independent,Secondary,10.3
2010,Northern Territory,Independent,All,12.3
2010,Northern Territory,All non-government,Primary,15.8
2010,Northern Territory,All non-government,Secondary,10.5
2010,Northern Territory,All non-government,All,12.6
2010,Northern Territory,All,Primary,12.8
2010,Northern Territory,All,Secondary,10.9
2010,Northern Territory,All,All,11.9
2010,Australian Capital Territory,Government,Primary,13.5
2010,Australian Capital Territory,Government,Secondary,11.5
2010,Australian Capital Territory,Government,All,12.5
2010,Australian Capital Territory,Catholic,Primary,18.4
2010,Australian Capital Territory,Catholic,Secondary,14.4
2010,Australian Capital Territory,Catholic,All,16.2
2010,Australian Capital Territory,Independent,Primary,14.9
2010,Australian Capital Territory,Independent,Secondary,11.4
2010,Australian Capital Territory,Independent,All,12.8
2010,Australian Capital Territory,All non-government,Primary,17.1
2010,Australian Capital Territory,All non-government,Secondary,13.2
2010,Australian Capital Territory,All non-government,All,14.9
2010,Australian Capital Territory,All,Primary,14.8
2010,Australian Capital Territory,All,Secondary,12.2
2010,Australian Capital Territory,All,All,13.4
2010,Australia,Government,Primary,15.4
2010,Australia,Government,Secondary,12.3
2010,Australia,Government,All,14.0
2010,Australia,Catholic,Primary,17.6
2010,Australia,Catholic,Secondary,12.8
2010,Australia,Catholic,All,15.1
2010,Australia,Independent,Primary,14.9
2010,Australia,Independent,Secondary,10.5
2010,Australia,Independent,All,12.2
2010,Australia,All non-government,Primary,16.5
2010,Australia,All non-government,Secondary,11.7
2010,Australia,All non-government,All,13.7
2010,Australia,All,Primary,15.7
2010,Australia,All,Secondary,12.0
2010,Australia,All,All,13.9
2009,New South Wales,Government,Primary,15.9
2009,New South Wales,Government,Secondary,12.4
2009,New South Wales,Government,All,14.2
2009,New South Wales,Catholic,Primary,18.3
2009,New South Wales,Catholic,Secondary,13.0
2009,New South Wales,Catholic,All,15.3
2009,New South Wales,Independent,Primary,14.5
2009,New South Wales,Independent,Secondary,10.2
2009,New South Wales,Independent,All,11.8
2009,New South Wales,All non-government,Primary,16.8
2009,New South Wales,All non-government,Secondary,11.8
2009,New South Wales,All non-government,All,13.8
2009,New South Wales,All,Primary,16.1
2009,New South Wales,All,Secondary,12.2
2009,New South Wales,All,All,14.1
2009,Victoria,Government,Primary,15.7
2009,Victoria,Government,Secondary,11.9
2009,Victoria,Government,All,13.8
2009,Victoria,Catholic,Primary,16.5
2009,Victoria,Catholic,Secondary,12.7
2009,Victoria,Catholic,All,14.4
